;Date;Result;victoire;not_lose;Venue;home;Poss;age;Formation;SoT;Dist;Cmp;Int;Fls;diff_value;repos;Mois;opp_Formation;team;saison;Sh;PK;CrdY;CrdR;n_form;Penalty;Rouge;periode;nb_def
847;2022-01-23;W;1;1;Home;1;41.0;23.6;4-5-1;2.0;18.9;71.1;12.0;24.0;-50.05000000000001;6;1;4-4-2;Spezia;reste;7.0;0;2;0;162;0;0;2022-01;4
848;2022-02-07;D;0;1;Away;0;43.0;23.6;4-5-1;0.0;24.3;73.9;8.0;19.0;7.939999999999998;15;2;4-5-1;Spezia;reste;11.0;2;3;0;327;1;0;2022-02;4
849;2022-02-14;L;0;0;Home;1;34.0;23.6;4-5-1;1.0;19.8;69.4;11.0;17.0;-247.3;7;2;4-3-3;Spezia;reste;9.0;0;2;0;207;0;0;2022-02;4
850;2022-02-21;L;0;0;Away;0;39.0;23.6;4-5-1;2.0;23.2;71.3;15.0;13.0;-107.7;7;2;3-4-3;Spezia;reste;6.0;0;1;0;155;0;0;2022-02;4
851;2022-02-27;L;0;0;Home;1;35.0;23.6;4-3-3;3.0;22.1;76.2;8.0;13.0;-302.75;6;2;3-4-3;Spezia;reste;9.0;0;5;1;155;0;1;2022-02;4
852;2022-03-06;L;0;0;Away;0;44.0;23.6;4-5-1;4.0;20.1;82.0;11.0;12.0;-564.0;7;3;4-4-2;Spezia;reste;9.0;0;1;0;162;0;0;2022-03;4
853;2022-03-12;W;1;1;Home;1;43.0;23.6;4-3-3;6.0;14.6;61.1;6.0;10.0;-56.03;6;3;3-5-2;Spezia;reste;11.0;0;1;0;322;0;0;2022-03;4
854;2022-03-18;L;0;0;Away;0;42.0;23.6;4-5-1;1.0;16.3;77.6;10.0;16.0;-172.5;6;3;4-3-3;Spezia;reste;5.0;0;3;0;207;0;0;2022-03;4
855;2022-04-02;W;1;1;Home;1;52.0;23.6;4-3-3;4.0;16.7;73.8;16.0;15.0;-2.480000000000004;15;4;4-3-3;Spezia;reste;11.0;0;3;0;207;0;0;2022-04;4
856;2022-04-09;D;0;1;Away;0;42.0;23.6;4-5-1;4.0;13.5;68.3;10.0;18.0;-48.0;7;4;4-4-2;Spezia;reste;11.0;0;2;0;162;0;0;2022-04;4
857;2022-04-23;L;0;0;Away;0;45.0;23.6;5-4-1;1.0;25.2;72.0;7.0;13.0;-144.9;8;4;3-4-3;Spezia;reste;6.0;1;2;0;155;1;0;2022-04;5
858;2022-04-30;L;0;0;Home;1;30.0;23.6;4-5-1;3.0;15.3;64.3;7.0;15.0;-185.98;7;4;4-3-3;Spezia;reste;9.0;0;3;0;207;0;0;2022-04;4
859;2022-05-08;L;0;0;Home;1;35.0;23.6;4-4-2;1.0;16.6;69.1;13.0;10.0;-320.25;8;5;3-4-3;Spezia;reste;5.0;0;2;0;155;0;0;2022-05;4
860;2022-05-14;W;1;1;Away;0;39.0;23.6;4-5-1;7.0;16.9;68.6;8.0;10.0;-63.80000000000001;6;5;3-5-2;Spezia;reste;10.0;0;2;0;322;0;0;2022-05;4
861;2022-05-22;L;0;0;Home;1;32.0;23.6;4-5-1;4.0;17.2;82.0;12.0;10.0;-398.73;8;5;4-5-1;Spezia;reste;16.0;0;1;0;327;0;0;2022-05;4
862;2021-08-21;L;0;0;Home;1;48.0;24.8;3-4-3;7.0;20.0;71.4;13.0;17.0;-175.35;6;8;3-4-3;Torino;reste;21.0;0;2;0;155;0;0;2021-08;3
863;2021-08-28;L;0;0;Away;0;42.0;24.8;3-5-2;1.0;13.2;69.9;13.0;28.0;-102.4;7;8;4-3-3;Torino;reste;5.0;0;5;0;207;0;0;2021-08;3
864;2021-09-12;W;1;1;Home;1;59.0;24.8;3-4-3;7.0;11.9;81.2;14.0;10.0;152.84;15;9;3-5-2;Torino;automne;15.0;0;0;0;322;0;0;2021-09;3
865;2021-09-17;W;1;1;Away;0;47.0;24.8;3-4-3;4.0;17.3;78.7;11.0;19.0;-27.599999999999994;5;9;4-5-1;Torino;automne;18.0;0;4;0;327;0;0;2021-09;3
866;2021-09-23;D;0;1;Home;1;45.0;24.8;3-4-3;5.0;18.4;73.6;15.0;19.0;-41.08000000000001;6;9;4-3-3;Torino;automne;16.0;0;3;0;207;0;0;2021-09;3
867;2021-09-27;D;0;1;Away;0;56.0;24.8;3-4-3;3.0;19.0;79.3;19.0;18.0;142.42000000000004;4;9;4-4-2;Torino;automne;8.0;0;4;1;162;0;1;2021-09;3
868;2021-10-02;L;0;0;Home;1;48.0;24.8;3-4-3;2.0;19.5;73.9;15.0;20.0;-419.1;5;10;4-4-2;Torino;automne;13.0;0;3;0;162;0;0;2021-10;3
869;2021-10-17;L;0;0;Away;0;49.0;24.8;3-5-2;3.0;19.0;72.6;9.0;20.0;-253.83;15;10;4-5-1;Torino;automne;11.0;0;4;0;327;0;0;2021-10;3
870;2021-10-22;W;1;1;Home;1;58.0;24.8;3-4-3;6.0;17.9;75.5;11.0;20.0;102.12;5;10;4-5-1;Torino;automne;17.0;0;2;0;327;0;0;2021-10;3
871;2021-10-26;L;0;0;Away;0;55.0;24.8;3-4-3;2.0;18.5;78.1;15.0;21.0;-323.55000000000007;4;10;4-5-1;Torino;automne;12.0;0;3;0;327;0;0;2021-10;3
872;2021-10-30;W;1;1;Home;1;64.0;24.8;3-4-3;5.0;14.8;81.6;11.0;19.0;94.85;4;10;3-5-2;Torino;automne;16.0;0;2;0;322;0;0;2021-10;3
873;2021-11-06;L;0;0;Away;0;59.0;24.8;3-4-3;1.0;15.8;78.9;14.0;17.0;144.9;7;11;4-5-1;Torino;automne;9.0;0;3;0;327;0;0;2021-11;3
874;2021-11-22;W;1;1;Home;1;51.0;24.8;3-4-3;3.0;15.0;75.3;16.0;19.0;81.1;16;11;3-4-3;Torino;automne;14.0;0;1;0;155;0;0;2021-11;3
875;2021-11-28;L;0;0;Away;0;68.0;24.8;3-4-3;3.0;16.6;82.7;15.0;11.0;-157.85;6;11;3-5-2;Torino;automne;17.0;0;1;0;322;0;0;2021-11;3
876;2021-12-02;D;0;1;Home;1;41.0;24.8;3-4-3;3.0;15.5;75.0;10.0;9.0;96.9;4;12;4-4-2;Torino;reste;10.0;0;1;1;162;0;1;2021-12;3
877;2021-12-06;D;0;1;Away;0;51.0;24.8;3-4-3;3.0;14.7;69.6;10.0;24.0;88.87;4;12;3-5-2;Torino;reste;8.0;0;4;0;322;0;0;2021-12;3
878;2021-12-12;W;1;1;Home;1;49.0;24.8;3-4-3;7.0;19.5;74.1;2.0;16.0;37.200000000000024;6;12;3-4-3;Torino;reste;16.0;0;2;0;155;0;0;2021-12;3
879;2022-01-10;W;1;1;Home;1;45.0;24.8;3-4-3;6.0;14.0;73.8;10.0;16.0;-102.4;19;1;4-3-3;Torino;reste;9.0;0;2;0;207;0;0;2022-01;3
880;2022-01-15;W;1;1;Away;0;63.0;24.8;3-4-3;12.0;17.7;77.3;10.0;14.0;94.85;5;1;4-5-1;Torino;reste;20.0;0;2;0;327;0;0;2022-01;3
881;2022-01-23;D;0;1;Home;1;50.0;24.8;3-4-3;6.0;15.9;76.0;6.0;21.0;-27.599999999999994;8;1;4-3-3;Torino;reste;21.0;0;3;0;207;0;0;2022-01;3
882;2022-02-06;L;0;0;Away;0;59.0;24.8;3-4-3;1.0;17.2;75.0;10.0;21.0;81.1;14;2;3-5-2;Torino;reste;5.0;0;5;1;322;0;1;2022-02;3
883;2022-02-12;L;0;0;Home;1;66.0;24.8;3-4-3;2.0;17.1;76.0;9.0;14.0;142.42000000000004;6;2;4-4-2;Torino;reste;14.0;0;2;0;162;0;0;2022-02;3
884;2022-02-18;D;0;1;Away;0;54.0;24.8;3-4-3;3.0;16.8;77.4;8.0;19.0;-419.1;6;2;4-5-1;Torino;reste;10.0;0;2;0;327;0;0;2022-02;3
885;2022-02-27;L;0;0;Home;1;56.0;24.8;3-4-3;6.0;19.1;67.8;9.0;16.0;88.87;9;2;3-5-2;Torino;reste;15.0;0;2;0;322;0;0;2022-02;3
886;2022-03-06;D;0;1;Away;0;49.0;24.8;3-4-3;2.0;19.8;70.0;10.0;16.0;37.200000000000024;7;3;3-4-3;Torino;reste;13.0;0;3;0;155;0;0;2022-03;3
887;2022-03-18;L;0;0;Away;0;74.0;24.8;3-4-3;3.0;11.1;85.6;12.0;17.0;102.12;5;3;4-5-1;Torino;reste;9.0;0;3;0;327;0;0;2022-03;3
888;2022-04-02;W;1;1;Away;0;46.0;24.8;3-4-3;4.0;18.4;73.2;20.0;21.0;152.84;15;4;3-4-3;Torino;reste;7.0;1;4;0;155;1;0;2022-04;3
889;2022-04-10;D;0;1;Home;1;44.0;24.8;3-4-3;3.0;19.5;72.6;12.0;18.0;-323.55000000000007;8;4;4-5-1;Torino;reste;14.0;0;2;0;327;0;0;2022-04;3
890;2022-04-16;D;0;1;Away;0;52.0;24.8;3-4-3;3.0;13.1;86.6;11.0;12.0;-41.08000000000001;6;4;4-3-3;Torino;reste;12.0;0;2;0;207;0;0;2022-04;3
892;2022-04-27;D;0;1;Away;0;51.0;24.8;3-4-3;2.0;23.9;78.5;12.0;11.0;-175.35;4;4;3-4-3;Torino;reste;3.0;2;2;0;155;1;0;2022-04;3
893;2022-05-01;W;1;1;Away;0;60.0;24.8;3-4-3;1.0;20.9;80.0;10.0;11.0;96.9;4;5;4-4-2;Torino;reste;11.0;2;2;0;162;1;0;2022-05;3
894;2022-05-07;L;0;0;Home;1;43.0;24.8;3-4-3;3.0;21.5;77.3;4.0;18.0;-253.83;6;5;4-5-1;Torino;reste;10.0;0;2;0;327;0;0;2022-05;3
895;2022-05-20;L;0;0;Home;1;58.0;24.8;3-4-3;2.0;19.9;83.5;6.0;10.0;-157.85;6;5;3-4-3;Torino;reste;13.0;0;2;0;155;0;0;2022-05;3
896;2021-08-22;D;0;1;Home;1;44.0;25.0;3-6-1;5.0;18.3;81.9;8.0;13.0;-500.2;9;8;4-4-2;Udinese;reste;11.0;1;1;0;162;1;0;2021-08;3
897;2021-08-27;W;1;1;Home;1;45.0;25.0;3-6-1;10.0;17.3;77.5;13.0;11.0;61.32000000000001;5;8;4-3-3;Udinese;reste;21.0;0;2;0;207;0;0;2021-08;3
898;2021-09-12;W;1;1;Away;0;44.0;25.0;3-5-2;4.0;19.8;81.7;10.0;14.0;63.80000000000001;16;9;4-3-3;Udinese;automne;9.0;0;2;0;207;0;0;2021-09;3
899;2021-09-20;L;0;0;Home;1;38.0;25.0;3-5-2;1.0;26.3;85.3;8.0;10.0;-334.93;8;9;4-3-3;Udinese;automne;9.0;0;2;0;207;0;0;2021-09;3
900;2021-09-23;L;0;0;Away;0;49.0;25.0;3-5-2;2.0;16.8;81.6;13.0;8.0;-238.95;3;9;4-5-1;Udinese;automne;8.0;0;1;0;327;0;0;2021-09;3
901;2021-09-26;L;0;0;Home;1;46.0;25.0;3-5-2;5.0;19.4;83.8;4.0;14.0;-183.5;3;9;4-3-3;Udinese;automne;12.0;0;2;0;207;0;0;2021-09;3
902;2021-10-03;D;0;1;Away;0;46.0;25.0;3-5-2;7.0;14.8;76.2;9.0;15.0;13.75;7;10;4-4-2;Udinese;automne;18.0;0;5;0;162;0;0;2021-10;3
903;2021-10-17;D;0;1;Home;1;41.0;25.0;3-5-2;2.0;14.9;78.3;7.0;15.0;-43.899999999999984;14;10;3-4-3;Udinese;automne;10.0;0;3;1;155;0;1;2021-10;3
904;2021-10-24;D;0;1;Away;0;32.0;25.0;5-4-1;3.0;15.7;71.5;14.0;15.0;-256.45;7;10;3-4-3;Udinese;automne;9.0;0;2;0;155;0;0;2021-10;5
905;2021-11-07;W;1;1;Home;1;37.0;25.0;4-4-2;2.0;22.9;74.0;19.0;14.0;-108.7;7;11;4-3-3;Udinese;automne;13.0;0;3;1;207;0;1;2021-11;4
906;2021-11-22;L;0;0;Away;0;49.0;25.0;3-4-3;7.0;18.0;75.1;5.0;17.0;-81.1;15;11;3-4-3;Udinese;automne;18.0;0;3;0;155;0;0;2021-11;3
907;2021-11-28;D;0;1;Home;1;44.0;25.0;3-4-3;3.0;18.5;74.5;7.0;18.0;21.02000000000001;6;11;3-5-2;Udinese;automne;17.0;0;3;0;322;0;0;2021-11;3
908;2021-12-02;D;0;1;Away;0;38.0;25.0;4-4-2;5.0;17.1;78.2;9.0;11.0;-122.18;4;12;4-3-3;Udinese;reste;12.0;0;5;2;207;0;1;2021-12;4
909;2021-12-06;L;0;0;Away;0;42.0;25.0;4-4-2;7.0;16.9;78.6;10.0;18.0;15.800000000000011;4;12;4-4-2;Udinese;reste;19.0;0;3;0;162;0;0;2021-12;4
910;2021-12-11;D;0;1;Home;1;34.0;25.0;3-5-2;6.0;15.0;70.9;12.0;17.0;-404.65;5;12;4-5-1;Udinese;reste;11.0;0;2;1;327;0;1;2021-12;3
911;2021-12-18;W;1;1;Away;0;45.0;25.0;3-5-2;5.0;20.7;78.6;5.0;14.0;7.770000000000009;4;12;3-5-2;Udinese;reste;10.0;0;2;0;322;0;0;2021-12;3
912;2022-01-09;L;0;0;Home;1;40.0;25.0;5-4-1;4.0;19.8;76.5;6.0;9.0;-256.45;22;1;3-4-3;Udinese;reste;8.0;0;2;0;155;0;0;2022-01;5
913;2022-01-15;L;0;0;Away;0;34.0;25.0;3-5-2;3.0;19.9;77.6;10.0;10.0;-500.2;6;1;4-4-2;Udinese;reste;16.0;0;2;0;162;0;0;2022-01;3
914;2022-01-22;D;0;1;Away;0;49.0;25.0;3-5-2;0.0;11.9;57.9;6.0;17.0;21.02000000000001;4;1;4-3-3;Udinese;reste;2.0;0;4;0;207;0;0;2022-01;3
915;2022-02-06;W;1;1;Home;1;41.0;25.0;3-5-2;2.0;23.6;62.8;9.0;12.0;-81.1;15;2;3-4-3;Udinese;reste;10.0;1;3;0;155;1;0;2022-02;3
916;2022-02-20;D;0;1;Home;1;41.0;25.0;3-5-2;2.0;18.5;80.7;7.0;22.0;-122.18;7;2;4-3-3;Udinese;reste;12.0;0;3;0;207;0;0;2022-02;3
917;2022-02-25;D;0;1;Away;0;38.0;25.0;3-5-2;6.0;14.1;75.2;10.0;17.0;-404.65;5;2;4-5-1;Udinese;reste;11.0;0;4;0;327;0;0;2022-02;3
919;2022-03-13;D;0;1;Home;1;37.0;25.0;3-5-2;5.0;19.9;74.5;13.0;16.0;-238.95;8;3;3-5-2;Udinese;reste;11.0;0;3;0;322;0;0;2022-03;3
920;2022-03-19;L;0;0;Away;0;37.0;25.0;3-5-2;3.0;20.5;74.4;6.0;12.0;-334.93;6;3;4-3-3;Udinese;reste;10.0;0;2;1;207;0;1;2022-03;3
922;2022-04-10;W;1;1;Away;0;48.0;25.0;3-5-2;4.0;15.3;70.1;9.0;11.0;61.32000000000001;7;4;4-5-1;Udinese;reste;15.0;1;2;0;327;1;0;2022-04;3
923;2022-04-16;W;1;1;Home;1;40.0;25.0;3-5-2;5.0;18.3;73.8;16.0;19.0;15.800000000000011;6;4;4-4-2;Udinese;reste;13.0;0;1;0;162;0;0;2022-04;3
924;2022-04-20;L;0;0;Home;1;54.0;25.0;3-5-2;3.0;18.2;71.9;5.0;20.0;71.74000000000002;4;4;3-5-2;Udinese;reste;12.0;0;3;0;322;0;0;2022-04;3
925;2022-04-24;D;0;1;Away;0;45.0;25.0;3-5-2;5.0;17.0;77.9;7.0;22.0;-43.899999999999984;4;4;3-5-2;Udinese;reste;17.0;0;2;0;322;0;0;2022-04;3
926;2022-04-27;W;1;1;Away;0;28.0;25.0;3-5-2;8.0;13.9;62.9;4.0;22.0;-183.5;3;4;4-3-3;Udinese;reste;17.0;0;4;0;207;0;0;2022-04;3
927;2022-05-07;D;0;1;Away;0;41.0;25.0;3-5-2;6.0;14.9;78.7;5.0;18.0;-108.7;6;5;4-3-3;Udinese;reste;13.0;0;2;0;207;0;0;2022-05;3
928;2022-05-14;L;0;0;Home;1;61.0;25.0;3-5-2;6.0;14.9;82.8;13.0;19.0;63.80000000000001;7;5;4-5-1;Udinese;reste;17.0;0;3;0;327;0;0;2022-05;3
929;2022-05-22;W;1;1;Away;0;47.0;25.0;3-5-2;10.0;21.4;81.5;7.0;12.0;71.74000000000002;8;5;3-5-2;Udinese;reste;18.0;0;1;0;322;0;0;2022-05;3
930;2021-08-23;D;0;1;Home;1;58.0;25.0;3-4-3;7.0;15.0;77.8;11.0;17.0;56.03;9;8;3-4-3;Cagliari;reste;19.0;1;2;0;155;1;0;2021-08;3
931;2021-08-29;L;0;0;Away;0;43.0;25.0;3-5-2;2.0;13.2;84.4;4.0;11.0;-412.42000000000013;6;8;4-5-1;Cagliari;reste;7.0;0;5;0;327;0;0;2021-08;3
932;2021-09-12;L;0;0;Home;1;52.0;25.0;3-5-2;2.0;17.5;80.9;4.0;15.0;13.25;14;9;3-5-2;Cagliari;automne;8.0;1;2;0;322;1;0;2021-09;3
933;2021-09-19;D;0;1;Away;0;27.0;25.0;3-5-2;3.0;16.0;65.3;19.0;11.0;-129.95000000000002;7;9;4-3-3;Cagliari;automne;10.0;0;3;1;207;0;1;2021-09;3
934;2021-09-22;L;0;0;Home;1;50.0;25.0;3-5-2;1.0;17.0;75.8;9.0;15.0;8.030000000000001;3;9;4-4-2;Cagliari;automne;15.0;0;2;0;162;0;0;2021-09;3
935;2021-09-26;L;0;0;Away;0;33.0;25.0;4-5-1;1.0;22.3;77.4;14.0;10.0;-342.7000000000001;4;9;4-3-3;Cagliari;automne;6.0;0;1;0;207;0;0;2021-09;4
936;2021-10-01;D;0;1;Home;1;42.0;25.0;3-5-2;3.0;23.7;77.0;9.0;15.0;53.55;5;10;4-4-2;Cagliari;automne;9.0;0;2;0;162;0;0;2021-10;3
937;2021-10-17;W;1;1;Home;1;41.0;25.0;4-4-2;5.0;18.6;66.1;4.0;14.0;5.979999999999991;16;10;4-5-1;Cagliari;automne;12.0;0;4;0;327;0;0;2021-10;4
938;2021-10-24;L;0;0;Away;0;35.0;25.0;4-4-2;1.0;21.7;74.5;11.0;15.0;-191.27;7;10;4-3-3;Cagliari;automne;3.0;0;2;0;207;0;0;2021-10;4
939;2021-10-27;L;0;0;Home;1;42.0;25.0;3-5-2;5.0;15.2;73.3;9.0;16.0;-246.72;3;10;4-5-1;Cagliari;automne;7.0;0;3;0;327;0;0;2021-10;3
940;2021-11-01;L;0;0;Away;0;43.0;25.0;5-3-2;2.0;23.2;82.3;7.0;9.0;-51.66999999999999;5;11;3-4-3;Cagliari;automne;9.0;0;2;1;155;0;1;2021-11;5
941;2021-11-06;L;0;0;Home;1;38.0;25.0;4-4-2;1.0;17.4;73.1;15.0;11.0;-264.22;5;11;3-4-3;Cagliari;automne;7.0;0;1;0;155;0;0;2021-11;4
942;2021-11-21;D;0;1;Away;0;41.0;25.0;4-5-1;3.0;16.4;75.0;8.0;10.0;-116.47;15;11;4-3-3;Cagliari;automne;10.0;1;2;0;207;1;0;2021-11;4
943;2021-11-26;D;0;1;Home;1;57.0;25.0;3-5-2;3.0;15.8;78.9;6.0;13.0;63.97;5;11;4-4-2;Cagliari;automne;19.0;0;3;0;162;0;0;2021-11;3
944;2021-12-06;D;0;1;Home;1;49.0;25.0;3-5-2;2.0;15.3;66.0;9.0;12.0;-88.87;6;12;3-4-3;Cagliari;reste;15.0;0;2;0;155;0;0;2021-12;3
945;2021-12-18;L;0;0;Home;1;55.0;25.0;3-5-2;2.0;18.4;80.8;12.0;12.0;-7.770000000000009;3;12;3-5-2;Cagliari;reste;5.0;0;4;1;322;0;1;2021-12;3
946;2021-12-21;L;0;0;Away;0;37.0;25.0;5-3-2;1.0;11.4;73.5;10.0;12.0;-507.97;3;12;4-3-3;Cagliari;reste;6.0;0;3;0;207;0;0;2021-12;5
947;2022-01-06;W;1;1;Away;0;51.0;25.0;3-5-2;7.0;15.4;76.3;6.0;17.0;5.979999999999991;16;1;4-4-2;Cagliari;reste;15.0;0;3;0;162;0;0;2022-01;3
948;2022-01-11;W;1;1;Home;1;52.0;25.0;3-5-2;4.0;16.5;73.1;17.0;12.0;-51.66999999999999;5;1;3-5-2;Cagliari;reste;13.0;0;3;0;322;0;0;2022-01;3
949;2022-01-16;L;0;0;Away;0;43.0;25.0;3-5-2;2.0;18.6;72.3;12.0;18.0;-246.72;5;1;4-5-1;Cagliari;reste;8.0;0;4;0;327;0;0;2022-01;3
950;2022-01-23;D;0;1;Home;1;41.0;25.0;3-5-2;1.0;14.4;65.0;9.0;21.0;-191.27;4;1;4-3-3;Cagliari;reste;11.0;0;3;0;207;0;0;2022-01;3
951;2022-02-06;W;1;1;Away;0;39.0;25.0;3-5-2;4.0;17.7;74.0;12.0;14.0;-264.22;14;2;4-5-1;Cagliari;reste;7.0;0;5;0;327;0;0;2022-02;3
952;2022-02-13;D;0;1;Away;0;54.0;25.0;3-5-2;4.0;18.5;71.3;11.0;14.0;8.030000000000001;7;2;4-4-2;Cagliari;reste;17.0;0;2;0;162;0;0;2022-02;3
953;2022-02-21;D;0;1;Home;1;47.0;25.0;3-5-2;5.0;12.7;69.2;11.0;17.0;-342.7000000000001;8;2;3-4-3;Cagliari;reste;13.0;0;1;0;155;0;0;2022-02;3
954;2022-02-27;W;1;1;Away;0;44.0;25.0;3-5-2;5.0;12.9;57.3;9.0;20.0;-88.87;6;2;3-4-3;Cagliari;reste;11.0;0;4;0;155;0;0;2022-02;3
955;2022-03-05;L;0;0;Home;1;45.0;25.0;3-5-2;3.0;20.1;73.9;23.0;10.0;-129.95000000000002;6;3;4-3-3;Cagliari;reste;16.0;0;3;0;207;0;0;2022-03;3
956;2022-03-12;L;0;0;Away;0;57.0;25.0;3-5-2;1.0;20.0;70.5;14.0;18.0;56.03;7;3;4-3-3;Cagliari;reste;11.0;0;4;0;207;0;0;2022-03;3
957;2022-03-19;L;0;0;Home;1;42.0;25.0;3-5-2;1.0;16.4;65.8;16.0;13.0;-412.42000000000013;7;3;4-5-1;Cagliari;reste;13.0;0;1;0;327;0;0;2022-03;3
958;2022-04-03;L;0;0;Away;0;49.0;25.0;3-6-1;3.0;19.0;76.9;13.0;15.0;-7.770000000000009;15;4;3-5-2;Cagliari;reste;6.0;0;4;1;322;0;1;2022-04;3
959;2022-04-09;L;0;0;Home;1;40.0;25.0;3-5-2;1.0;24.9;67.4;8.0;19.0;-507.97;6;4;4-4-2;Cagliari;reste;4.0;0;1;0;162;0;0;2022-04;3
960;2022-04-16;W;1;1;Home;1;37.0;25.0;3-5-2;8.0;18.0;64.1;15.0;16.0;-116.47;7;4;4-5-1;Cagliari;reste;16.0;0;2;0;327;0;0;2022-04;3
961;2022-04-24;L;0;0;Away;0;45.0;25.0;3-5-2;1.0;16.8;51.4;16.0;18.0;13.25;8;4;4-5-1;Cagliari;reste;11.0;0;2;0;327;0;0;2022-04;3
963;2022-05-22;D;0;1;Away;0;56.0;25.0;3-5-2;7.0;17.0;78.3;6.0;19.0;53.55;7;5;3-5-2;Cagliari;reste;31.0;0;3;0;322;0;0;2022-05;3
964;2021-08-29;L;0;0;Home;1;39.0;26.1;3-5-2;3.0;15.2;76.1;19.0;17.0;-355.9500000000001;8;8;4-3-3;Genoa;reste;6.0;0;2;0;207;0;0;2021-08;3
965;2021-09-12;W;1;1;Away;0;48.0;26.1;3-5-2;3.0;18.2;80.7;6.0;15.0;-13.25;14;9;3-5-2;Genoa;automne;11.0;0;3;0;322;0;0;2021-09;3
966;2021-09-18;L;0;0;Home;1;36.0;26.1;4-5-1;2.0;25.8;78.5;12.0;13.0;-204.52;6;9;4-3-3;Genoa;automne;8.0;1;4;0;207;1;0;2021-09;4
967;2021-09-21;D;0;1;Away;0;40.0;26.1;4-5-1;5.0;19.9;73.5;7.0;15.0;-64.91999999999999;3;9;4-5-1;Genoa;automne;10.0;1;4;0;327;1;0;2021-09;4
969;2021-10-17;D;0;1;Home;1;43.0;26.1;3-5-2;4.0;15.3;72.7;11.0;11.0;-129.72;15;10;4-5-1;Genoa;automne;19.0;0;3;0;327;0;0;2021-10;3
970;2021-10-22;L;0;0;Away;0;42.0;26.1;4-5-1;4.0;17.0;63.6;7.0;19.0;-102.12;5;10;3-4-3;Genoa;automne;14.0;0;3;0;155;0;0;2021-10;4
971;2021-10-26;D;0;1;Away;0;52.0;26.1;4-5-1;1.0;21.7;72.8;10.0;16.0;42.78;4;10;4-5-1;Genoa;automne;8.0;1;4;0;327;1;0;2021-10;4
972;2021-10-31;D;0;1;Home;1;63.0;26.1;4-4-2;4.0;22.0;74.3;9.0;14.0;40.3;5;10;4-3-3;Genoa;automne;19.0;0;1;0;207;0;0;2021-10;4
973;2021-11-05;D;0;1;Away;0;47.0;26.1;3-5-2;6.0;19.4;72.9;20.0;21.0;-5.219999999999999;5;11;4-4-2;Genoa;automne;14.0;1;4;0;162;1;0;2021-11;3
974;2021-11-21;L;0;0;Home;1;41.0;26.1;3-5-2;1.0;16.0;81.7;13.0;13.0;-259.97;16;11;3-5-2;Genoa;automne;1.0;0;3;0;322;0;0;2021-11;3
975;2021-11-28;D;0;1;Away;0;56.0;26.1;3-5-2;2.0;23.2;80.5;8.0;11.0;-21.02000000000001;7;11;3-4-3;Genoa;automne;8.0;0;4;0;155;0;0;2021-11;3
976;2021-12-01;L;0;0;Home;1;42.0;26.1;3-5-2;3.0;23.4;82.3;16.0;11.0;-425.67000000000013;3;12;4-5-1;Genoa;reste;10.0;0;2;0;327;0;0;2021-12;3
977;2021-12-10;L;0;0;Home;1;53.0;26.1;3-5-2;2.0;16.6;72.5;14.0;15.0;-7.270000000000009;5;12;4-4-2;Genoa;reste;12.0;0;2;0;162;0;0;2021-12;3
978;2021-12-17;L;0;0;Away;0;45.0;26.1;3-5-2;2.0;18.3;83.8;15.0;8.0;-143.20000000000005;3;12;4-3-3;Genoa;reste;4.0;0;3;0;207;0;0;2021-12;3
979;2021-12-21;D;0;1;Home;1;33.0;26.1;3-5-2;0.0;17.4;56.6;19.0;13.0;-277.47;4;12;3-4-3;Genoa;reste;1.0;0;2;0;155;0;0;2021-12;3
980;2022-01-06;D;0;1;Away;0;26.0;26.1;3-5-2;1.0;14.2;67.3;20.0;11.0;-129.72;16;1;4-5-1;Genoa;reste;4.0;0;0;0;327;0;0;2022-01;3
981;2022-01-09;L;0;0;Home;1;53.0;26.1;3-5-2;2.0;17.3;79.1;6.0;17.0;42.78;3;1;4-3-3;Genoa;reste;15.0;0;3;0;207;0;0;2022-01;3
982;2022-01-17;L;0;0;Away;0;27.0;26.1;4-4-2;0.0;32.2;74.1;14.0;11.0;-204.52;4;1;4-3-3;Genoa;reste;3.0;0;3;0;207;0;0;2022-01;4
983;2022-01-22;D;0;1;Home;1;51.0;26.1;4-3-3;3.0;13.5;57.3;7.0;27.0;-21.02000000000001;5;1;3-5-2;Genoa;reste;10.0;0;4;1;322;0;1;2022-01;4
984;2022-02-05;D;0;1;Away;0;38.0;26.1;4-5-1;3.0;15.6;56.0;11.0;23.0;-259.97;14;2;3-5-2;Genoa;reste;10.0;0;2;1;322;0;1;2022-02;4
985;2022-02-13;D;0;1;Home;1;51.0;26.1;4-5-1;5.0;18.0;67.2;9.0;18.0;50.72;8;2;4-5-1;Genoa;reste;15.0;0;3;0;327;0;0;2022-02;4
986;2022-02-20;D;0;1;Away;0;53.0;26.1;4-4-2;2.0;15.1;63.9;9.0;16.0;40.3;7;2;3-4-3;Genoa;reste;12.0;0;2;0;155;0;0;2022-02;4
987;2022-03-06;D;0;1;Home;1;52.0;26.1;4-5-1;6.0;15.9;68.9;10.0;15.0;-5.219999999999999;9;3;4-5-1;Genoa;reste;18.0;0;4;0;327;0;0;2022-03;4
988;2022-03-13;D;0;1;Away;0;42.0;26.1;4-5-1;3.0;23.6;64.1;21.0;18.0;-277.47;7;3;3-5-2;Genoa;reste;13.0;0;0;0;322;0;0;2022-03;4
