;Player;Pos;Squad;Age;MP;Starts;Min;90s;Gls;Ast;CrdY;CrdR;-9999;key;Sh;SoT;SoT_pct;Cmp;Att;Cmp_pct;SCA;Tkl;TklW;Tkl_pct;Blocks;Sh_block;Pass;Int;Tkl+Int;Clr;Err;Drib_pct;Mis;Dis;Touches;Fls;Off;Crs;duels_aeriens_pct;Save_pct;CS_pct_goal;Stop_pct_goal;PLAYER;DM
562;David Zima;DF;Torino;22-139;9.0;4;406.0;4.5;0.0;0.0;0.0;0.0;acf7e795;David ZimaDFTorino;4;2;50.0;154.0;197.0;78.2;4.0;9.0;5;75.0;7.0;2.0;5.0;9;18.0;11.0;2.0;100.0;1.0;2.0;245.0;4;0;0;62.5;;;;;
563;Joshua Zirkzee;FW;Bologna;21-309;11.0;4;532.0;5.9;1.0;1.0;1.0;0.0;028e70b9;Joshua ZirkzeeFWBologna;17;4;23.5;119.0;157.0;75.8;24.0;3.0;1;40.0;1.0;1.0;0.0;4;7.0;3.0;0.0;52.6;23.0;15.0;231.0;4;1;0;33.3;;;;;
564;Jeroen Zoet;GK;Spezia;32-080;3.0;2;154.0;1.7;0.0;0.0;0.0;0.0;cc1a0c57;Jeroen ZoetGKSpezia;0;0;;34.0;65.0;52.3;1.0;1.0;1;100.0;0.0;0.0;0.0;0;1.0;0.0;0.0;100.0;0.0;0.0;68.0;0;0;0;;83.3;0.0;4.2;;
565;Nadir Zortea;MF;Atalanta;23-281;9.0;1;222.0;2.5;1.0;0.0;1.0;0.0;82598b71;Nadir ZorteaDFMFAtalanta;4;3;75.0;60.0;98.0;61.2;8.0;10.0;5;75.0;4.0;0.0;4.0;0;10.0;4.0;0.0;47.6;6.0;2.0;153.0;4;0;10;83.3;;;;;
566;Nadir Zortea;DF;Sassuolo;23-281;5.0;5;450.0;5.0;0.0;0.0;3.0;0.0;82598b71;Nadir ZorteaDFSassuolo;4;1;25.0;231.0;296.0;78.0;9.0;12.0;7;80.0;6.0;3.0;3.0;3;15.0;17.0;0.0;25.0;7.0;2.0;366.0;8;0;20;33.3;;;;;
567;Petar Zovko;GK;Spezia;21-002;1.0;0;74.0;0.8;0.0;0.0;0.0;0.0;54f6afe3;Petar ZovkoGKSpezia;0;0;;22.0;36.0;61.1;0.0;1.0;0;100.0;0.0;0.0;0.0;0;1.0;0.0;0.0;;0.0;0.0;38.0;0;0;0;;33.3;;4.2;;
568;Szymon Żurkowski;MF;Fiorentina;25-183;2.0;0;32.0;0.4;0.0;1.0;0.0;0.0;4e1d5e59;Szymon ŻurkowskiMFFiorentina;2;1;50.0;17.0;19.0;89.5;2.0;0.0;0;;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;1.0;1.0;25.0;1;0;1;50.0;;;;;
569;Szymon Żurkowski;MF;Spezia;25-183;4.0;1;105.0;1.2;0.0;0.0;1.0;0.0;4e1d5e59;Szymon ŻurkowskiMFSpezia;1;1;100.0;31.0;39.0;79.5;2.0;5.0;3;33.3;1.0;1.0;0.0;2;7.0;2.0;0.0;75.0;3.0;1.0;60.0;3;0;2;0.0;;;;;
570;Milan Đurić;FW;Hellas-Verona;32-309;18.0;8;762.0;8.5;1.0;0.0;3.0;0.0;405f6586;Milan ĐurićFWHellas Verona;8;2;25.0;165.0;307.0;53.7;23.0;2.0;1;100.0;5.0;3.0;2.0;0;2.0;13.0;0.0;25.0;20.0;6.0;377.0;16;4;0;79.9;;;;;
571;Filip Đuričić;MF;Sampdoria;31-056;24.0;21;1630.0;18.1;3.0;0.0;8.0;0.0;eccbe56a;Filip ĐuričićMFFWSampdoria;21;9;42.9;423.0;554.0;76.4;59.0;34.0;17;43.5;12.0;3.0;9.0;6;40.0;5.0;0.0;41.3;49.0;38.0;749.0;27;0;31;37.5;;;;;
